id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,test_set_1,time_of_existence,average_daily_tweets,inactive_days,has_default_image,bio_is_empty,friends_followers_ratio,is_verified
2358033824,Lily Blust,LilyBlust,59,8,29,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438522846243872768/Bz-mitZd_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438522952909209600/GORUAuS-.jpeg,333333,https://pbs.twimg.com/profile_images/438522846243872768/Bz-mitZd_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438522952909209600/GORUAuS-.jpeg,0000FF,0000FF,,,,,,,,,,Sun Feb 23 14:02:04 +0000 2014,2014-02-23 15:02:04,2014-05-05 00:20:12,2016-03-15 15:03:33,2343.0,,,False,False,5.137931034482759,False
2370385909,Samara Gaumer,SamaraGaumer,67,8,42,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441457243574108160/GVYLoIS5_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441457254781292544/KWvUwwEU.jpeg,333333,https://pbs.twimg.com/profile_images/441457243574108160/GVYLoIS5_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441457254781292544/KWvUwwEU.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 03 12:58:49 +0000 2014,2014-03-03 13:58:49,2014-05-05 00:20:12,2016-03-15 15:03:33,2335.0,,,False,False,5.21875,False
2384161208,Maira Pleitez,MairaPleitez,46,1,35,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444788248204681216/eYS-Ijtg_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444788290692972544/dtsVqF4w.jpeg,333333,https://pbs.twimg.com/profile_images/444788248204681216/eYS-Ijtg_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444788290692972544/dtsVqF4w.jpeg,0000FF,0000FF,,,,,,,,,,Tue Mar 11 20:20:19 +0000 2014,2014-03-11 21:20:19,2014-05-05 00:20:12,2016-03-15 15:03:34,2326.0,,,False,False,4.216216216216216,False
2359966159,Brandee Goucher,BrandeeGoucher,43,7,45,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438531402166837248/2eCnzBWn_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438531425986285568/t9sQDQtm.jpeg,333333,https://pbs.twimg.com/profile_images/438531402166837248/2eCnzBWn_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438531425986285568/t9sQDQtm.jpeg,0000FF,0000FF,,,,,,,,,,Mon Feb 24 19:50:34 +0000 2014,2014-02-24 20:50:34,2014-05-05 00:20:12,2016-03-15 15:03:34,2341.0,,,False,False,5.3,False
2357644284,Zonia Ahlm,ZoniaAhlm,66,6,41,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438506230026219520/eUFefYhJ_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438506242105810945/0b5x4o2S.jpeg,333333,https://pbs.twimg.com/profile_images/438506230026219520/eUFefYhJ_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438506242105810945/0b5x4o2S.jpeg,0000FF,0000FF,,,,,,,,,,Sun Feb 23 07:53:16 +0000 2014,2014-02-23 08:53:16,2014-05-05 00:21:13,2016-03-15 15:03:34,2343.0,,,False,False,5.333333333333333,False
2368380343,Lorrine Waites,LorrineWaites,59,5,44,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441425390397976576/7Iq6Knhv_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441426662618447872/TIGMJaqp.jpeg,333333,https://pbs.twimg.com/profile_images/441425390397976576/7Iq6Knhv_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441426662618447872/TIGMJaqp.jpeg,0000FF,0000FF,,,,,,,,,,Sun Mar 02 05:36:31 +0000 2014,2014-03-02 06:36:31,2014-05-05 00:20:12,2016-03-15 15:03:35,2336.0,,,False,True,5.580645161290323,False
2358931291,Gertrude Mecham,GertrudeMecham,59,7,41,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438528533313232896/tmrBuKCE_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438528546688864257/uGuVWcz7.jpeg,333333,https://pbs.twimg.com/profile_images/438528533313232896/tmrBuKCE_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438528546688864257/uGuVWcz7.jpeg,0000FF,0000FF,,,,,,,,,,Mon Feb 24 04:11:54 +0000 2014,2014-02-24 05:11:54,2014-05-05 00:20:12,2016-03-15 15:03:35,2342.0,,,False,False,5.46875,False
2384191652,Loreta Kusko,LoretaKusko,44,4,39,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444866764833173504/ac-td4iQ_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444866791529906176/AkoxhTnG.jpeg,333333,https://pbs.twimg.com/profile_images/444866764833173504/ac-td4iQ_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444866791529906176/AkoxhTnG.jpeg,0000FF,0000FF,,,,,,,,,,Tue Mar 11 20:53:15 +0000 2014,2014-03-11 21:53:15,2014-05-05 00:20:12,2016-03-15 15:03:35,2326.0,,,False,False,4.25,False
2384724740,Eugenie Beighley,EugenieBeighley,42,6,41,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444824632965599233/PiorXTYP_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444824650694926336/Ydx4AGWM.jpeg,333333,https://pbs.twimg.com/profile_images/444824632965599233/PiorXTYP_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444824650694926336/Ydx4AGWM.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 05:26:54 +0000 2014,2014-03-12 06:26:54,2014-05-05 00:21:31,2016-03-15 15:03:36,2326.0,,,False,True,7.454545454545454,False
2352009985,Renea Rodewald,ReneaRodewald,74,3,45,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/437362128517742593/RGrmDapl_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437362146628730880/uxfkfWb2.jpeg,333333,https://pbs.twimg.com/profile_images/437362128517742593/RGrmDapl_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437362146628730880/uxfkfWb2.jpeg,0000FF,0000FF,,,,,,,,,,Wed Feb 19 17:20:04 +0000 2014,2014-02-19 18:20:04,2014-05-05 00:20:12,2016-03-15 15:03:36,2346.0,,,False,False,7.52,False
2370704802,Violette Tanney,VioletteTanney,60,3,42,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441454916435841025/bwx_4mWo_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441454938116218881/Qq-ZNOwD.jpeg,333333,https://pbs.twimg.com/profile_images/441454916435841025/bwx_4mWo_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441454938116218881/Qq-ZNOwD.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 03 17:17:35 +0000 2014,2014-03-03 18:17:35,2014-05-05 00:20:12,2016-03-15 15:03:37,2334.0,,,False,False,5.892857142857143,False
2370805591,Aurelia Castel,AureliaCastel,58,7,39,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441452317905133568/lZ4CS6uM_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441452462583459840/TD3FtL9T.jpeg,333333,https://pbs.twimg.com/profile_images/441452317905133568/lZ4CS6uM_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441452462583459840/TD3FtL9T.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 03 18:41:18 +0000 2014,2014-03-03 19:41:18,2014-05-05 00:21:09,2016-03-15 15:03:37,2334.0,,,False,True,9.58695652173913,False
2377824468,Heidi Cogill,HeidiCogill,46,2,35,0,0,,en,,,1.0,,,http://pbs.twimg.com/profile_images/443039991321473024/xcfy55Vm_normal.png,,1,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/443039991321473024/xcfy55Vm_normal.png,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,Sat Mar 08 00:04:59 +0000 2014,2014-03-08 01:04:59,2014-05-05 00:20:12,2016-03-15 15:03:37,2330.0,,,False,False,6.269230769230769,False
2360088558,Maxima Essa,MaximaEssa,66,5,41,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438544722064203776/W6qsAHdJ_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438544731820150785/cOimT2TV.jpeg,333333,https://pbs.twimg.com/profile_images/438544722064203776/W6qsAHdJ_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438544731820150785/cOimT2TV.jpeg,0000FF,0000FF,,,,,,,,,,Mon Feb 24 22:12:38 +0000 2014,2014-02-24 23:12:38,2014-05-05 00:21:27,2016-03-15 15:03:38,2341.0,,,False,False,4.146341463414634,False
2348445408,Eugenia Swindoll,EugeniaSwindoll,74,4,45,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/436132222681108480/lopWor0Z_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/436132246248902656/yJyV6zoQ.jpeg,333333,https://pbs.twimg.com/profile_images/436132222681108480/lopWor0Z_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/436132246248902656/yJyV6zoQ.jpeg,0000FF,0000FF,,,,,,,,,,Mon Feb 17 13:02:55 +0000 2014,2014-02-17 14:02:55,2014-05-05 00:20:12,2016-03-15 15:03:38,2349.0,,,False,False,6.241379310344827,False
2362588777,Marilou Mcglory,MarilouMcglory,46,6,38,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438685590859415552/N5UhX_5x_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438685596144267264/buaR3Vy3.jpeg,333333,https://pbs.twimg.com/profile_images/438685590859415552/N5UhX_5x_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438685596144267264/buaR3Vy3.jpeg,0000FF,0000FF,,,,,,,,,,Wed Feb 26 12:05:30 +0000 2014,2014-02-26 13:05:30,2014-05-05 00:20:12,2016-03-15 15:03:38,2340.0,,,False,False,5.166666666666667,False
2385421614,Belle Cadelina,BelleCadelina,46,4,31,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444920208826724352/7OwQGqDV_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444920224010084353/xuv98Q3y.jpeg,333333,https://pbs.twimg.com/profile_images/444920208826724352/7OwQGqDV_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444920224010084353/xuv98Q3y.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 15:29:57 +0000 2014,2014-03-12 16:29:57,2014-05-05 00:20:51,2016-03-15 15:03:39,2326.0,,,False,False,5.090909090909091,False
2384421079,Cynthia Keogan,CynthiaKeogan,42,6,41,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444901016299782144/IpBHKi82_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444901069458386944/CKLye0iB.jpeg,333333,https://pbs.twimg.com/profile_images/444901016299782144/IpBHKi82_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444901069458386944/CKLye0iB.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 00:44:33 +0000 2014,2014-03-12 01:44:33,2014-05-05 00:21:16,2016-03-15 15:03:39,2326.0,,,False,True,6.7682926829268295,False
2370980064,Sana Philyaw,SanaPhilyaw,57,4,37,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441462956455256065/nsZBFMAB_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441462978768945153/9_yc8Hlv.jpeg,333333,https://pbs.twimg.com/profile_images/441462956455256065/nsZBFMAB_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441462978768945153/9_yc8Hlv.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 03 21:48:45 +0000 2014,2014-03-03 22:48:45,2014-05-05 00:21:33,2016-03-15 15:03:39,2334.0,,,False,False,5.678571428571429,False
2384751932,Jen Mcgivney,JenMcgivney,46,2,39,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444911766762303488/yTUoULP0_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444911812434087936/EOjRb8Ld.jpeg,333333,https://pbs.twimg.com/profile_images/444911766762303488/yTUoULP0_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444911812434087936/EOjRb8Ld.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 05:52:53 +0000 2014,2014-03-12 06:52:53,2014-05-05 00:20:12,2016-03-15 15:03:40,2326.0,,,False,False,5.166666666666667,False
2378460950,Maple Alvear,MapleAlvear,44,6,34,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/443292338022928384/POUKx8FQ_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/443292350794588160/ILQ4jKKq.jpeg,333333,https://pbs.twimg.com/profile_images/443292338022928384/POUKx8FQ_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/443292350794588160/ILQ4jKKq.jpeg,0000FF,0000FF,,,,,,,,,,Sat Mar 08 09:36:56 +0000 2014,2014-03-08 10:36:56,2014-05-05 00:21:13,2016-03-15 15:03:40,2330.0,,,False,False,5.444444444444445,False
2365375243,Eliana Zabloudil,ElianaZabloudil,55,4,45,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441375988035772416/S5TWIe3u_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441376006507483136/7PJDtmWn.jpeg,333333,https://pbs.twimg.com/profile_images/441375988035772416/S5TWIe3u_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441376006507483136/7PJDtmWn.jpeg,0000FF,0000FF,,,,,,,,,,Fri Feb 28 09:50:36 +0000 2014,2014-02-28 10:50:36,2014-05-05 00:21:37,2016-03-15 15:03:40,2338.0,,,False,False,6.672727272727273,False
2380903033,Delora Hager,DeloraHager,44,2,36,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444811716103127040/XWXLfzMT_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444811727427747840/g9IBzI_V.jpeg,333333,https://pbs.twimg.com/profile_images/444811716103127040/XWXLfzMT_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444811727427747840/g9IBzI_V.jpeg,0000FF,0000FF,,,,,,,,,,Sun Mar 09 19:04:54 +0000 2014,2014-03-09 20:04:54,2014-05-05 00:20:12,2016-03-15 15:03:41,2328.0,,,False,False,9.896907216494846,False
2385167407,Dalila Plantenga,DalilaPlantenga,42,6,44,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444876212322586624/B8uw-5fa_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444876228755861504/yScXfMWt.jpeg,333333,https://pbs.twimg.com/profile_images/444876212322586624/B8uw-5fa_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444876228755861504/yScXfMWt.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 12:10:44 +0000 2014,2014-03-12 13:10:44,2014-05-05 00:20:12,2016-03-15 15:03:41,2326.0,,,False,False,0.0,False
2370629820,Lexie Walde,LexieWalde,60,4,46,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/441458872121696256/jBwQCJ_a_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/441458893835603968/sXow_kYX.jpeg,333333,https://pbs.twimg.com/profile_images/441458872121696256/jBwQCJ_a_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/441458893835603968/sXow_kYX.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 03 16:12:44 +0000 2014,2014-03-03 17:12:44,2014-05-05 00:20:12,2016-03-15 15:03:41,2335.0,,,False,False,4.5476190476190474,False
2383162592,Amber Fyke,AmberFyke,47,1,36,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444784722971860992/JqD4z-Zl_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444784967894040576/BW7Px675.jpeg,333333,https://pbs.twimg.com/profile_images/444784722971860992/JqD4z-Zl_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444784967894040576/BW7Px675.jpeg,0000FF,0000FF,,,,,,,,,,Tue Mar 11 04:39:14 +0000 2014,2014-03-11 05:39:14,2014-05-05 00:20:12,2016-03-15 15:03:42,2327.0,,,False,False,7.0,False
2380870370,Jayme Pettie,JaymePettie,42,3,37,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444768247737380864/09-MqcUp_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444768281291800576/weIP7zdC.jpeg,333333,https://pbs.twimg.com/profile_images/444768247737380864/09-MqcUp_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444768281291800576/weIP7zdC.jpeg,0000FF,0000FF,,,,,,,,,,Sun Mar 09 18:43:06 +0000 2014,2014-03-09 19:43:06,2014-05-05 00:20:12,2016-03-15 15:03:42,2328.0,,,False,False,4.806451612903226,False
2353401462,Serita Weinbauer,SeritaWeinbauer,75,4,33,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/437368621468102656/xulo2KfX_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437368649607684096/2wRwQgtF.jpeg,333333,https://pbs.twimg.com/profile_images/437368621468102656/xulo2KfX_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437368649607684096/2wRwQgtF.jpeg,0000FF,0000FF,,,,,,,,,,Thu Feb 20 15:25:23 +0000 2014,2014-02-20 16:25:23,2014-05-05 00:20:12,2016-03-15 15:03:42,2346.0,,,False,False,6.44,False
2352176280,Dotty Toste,DottyToste,66,3,38,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/436555415958999040/WrMVcAY3_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/436555429741486080/i7Z_rhT_.jpeg,333333,https://pbs.twimg.com/profile_images/436555415958999040/WrMVcAY3_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/436555429741486080/i7Z_rhT_.jpeg,0000FF,0000FF,,,,,,,,,,Wed Feb 19 19:55:27 +0000 2014,2014-02-19 20:55:27,2014-05-05 00:21:03,2016-03-15 15:03:42,2346.0,,,False,False,8.957894736842105,False
2377909674,Necole Azbill,NecoleAzbill,42,6,34,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/443038370818584577/APS9c8_z_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/443038433502441472/IUH08yNN.jpeg,333333,https://pbs.twimg.com/profile_images/443038370818584577/APS9c8_z_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/443038433502441472/IUH08yNN.jpeg,0000FF,0000FF,,,,,,,,,,Sat Mar 08 01:28:06 +0000 2014,2014-03-08 02:28:06,2014-05-05 00:20:49,2016-03-15 15:03:43,2330.0,,,False,False,4.3428571428571425,False
2352962360,Grazyna Kenan,GrazynaKenan,78,5,34,0,1,,en,,,,,,http://pbs.twimg.com/profile_images/437367506483699712/ZQQprWnr_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437367518953361408/yzFk-mWz.jpeg,333333,https://pbs.twimg.com/profile_images/437367506483699712/ZQQprWnr_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437367518953361408/yzFk-mWz.jpeg,0000FF,0000FF,,,,,,,,,,Thu Feb 20 09:03:35 +0000 2014,2014-02-20 10:03:35,2014-05-05 00:21:22,2016-03-15 15:03:43,2346.0,,,False,False,6.7407407407407405,False
2358082272,Mina Dziuk,MinaDziuk,41,8,36,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438523318077906945/YR5-BEwU_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438523336566374400/lwOyFKka.jpeg,333333,https://pbs.twimg.com/profile_images/438523318077906945/YR5-BEwU_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438523336566374400/lwOyFKka.jpeg,0000FF,0000FF,,,,,,,,,,Sun Feb 23 14:44:57 +0000 2014,2014-02-23 15:44:57,2014-05-05 00:21:09,2016-03-15 15:03:43,2343.0,,,False,False,5.466666666666667,False
2212593386,Lahoma Keagy,LahomaKeagy,133,42,80,3,0,,en,,,,,,http://pbs.twimg.com/profile_images/413532352241885184/I67hnEVw_normal.png,,1,https://pbs.twimg.com/profile_background_images/378800000153359923/uHQ5xGxH.jpeg,333333,https://pbs.twimg.com/profile_images/413532352241885184/I67hnEVw_normal.png,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000153359923/uHQ5xGxH.jpeg,0000FF,0000FF,,,,,,,,,,Sun Nov 24 14:50:11 +0000 2013,2013-11-24 15:50:11,2014-05-05 00:21:45,2016-03-15 15:03:44,2434.0,,,False,False,3.2241379310344827,False
2353543376,Ellis Steeno,EllisSteeno,69,8,43,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/437370520384712704/9_viwcPN_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437370535828156417/v3TdolWP.jpeg,333333,https://pbs.twimg.com/profile_images/437370520384712704/9_viwcPN_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437370535828156417/v3TdolWP.jpeg,0000FF,0000FF,,,,,,,,,,Thu Feb 20 17:17:50 +0000 2014,2014-02-20 18:17:50,2014-05-05 00:20:14,2016-03-15 15:03:44,2345.0,,,False,False,7.790909090909091,False
2381482603,Adrien Harring,AdrienHarring,45,5,37,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444810504964280320/mhmp9APe_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444810520235741185/YRJqXQ3U.jpeg,333333,https://pbs.twimg.com/profile_images/444810504964280320/mhmp9APe_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444810520235741185/YRJqXQ3U.jpeg,0000FF,0000FF,,,,,,,,,,Mon Mar 10 03:57:12 +0000 2014,2014-03-10 04:57:12,2014-05-05 00:21:31,2016-03-15 15:03:44,2328.0,,,False,False,8.861386138613861,False
2351701711,Chasity Pockette,ChasityPockette,73,4,42,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/436540536522936321/30g52KH8_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/436540566088597504/U8--6j1r.jpeg,333333,https://pbs.twimg.com/profile_images/436540536522936321/30g52KH8_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/436540566088597504/U8--6j1r.jpeg,0000FF,0000FF,,,,,,,,,,Wed Feb 19 13:31:13 +0000 2014,2014-02-19 14:31:13,2014-05-05 00:20:14,2016-03-15 15:03:45,2347.0,,,False,False,10.212121212121213,False
2384089748,Terisa Marsch,TerisaMarsch,46,3,37,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444853404683075585/onnuO2Qc_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444853428968112129/6G3f1BbW.jpeg,333333,https://pbs.twimg.com/profile_images/444853404683075585/onnuO2Qc_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444853428968112129/6G3f1BbW.jpeg,0000FF,0000FF,,,,,,,,,,Tue Mar 11 19:07:00 +0000 2014,2014-03-11 20:07:00,2014-05-05 00:20:14,2016-03-15 15:03:45,2326.0,,,False,False,6.6,False
2354106187,Shanelle Uhde,ShanelleUhde,68,5,43,0,1,,en,,,,,,http://pbs.twimg.com/profile_images/437376519887781888/J7Pv0jse_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437376536023281664/sObSSYQx.jpeg,333333,https://pbs.twimg.com/profile_images/437376519887781888/J7Pv0jse_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437376536023281664/sObSSYQx.jpeg,0000FF,0000FF,,,,,,,,,,Fri Feb 21 02:34:26 +0000 2014,2014-02-21 03:34:26,2014-05-05 00:21:29,2016-03-15 15:03:45,2345.0,,,False,False,5.117647058823529,False
2352432156,Maris Silbaugh,MarisSilbaugh,80,2,37,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/437361251480379393/VvQXsbuc_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/437361295537364992/buhiUm22.jpeg,333333,https://pbs.twimg.com/profile_images/437361251480379393/VvQXsbuc_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/437361295537364992/buhiUm22.jpeg,0000FF,0000FF,,,,,,,,,,Thu Feb 20 00:20:10 +0000 2014,2014-02-20 01:20:10,2014-05-05 00:21:27,2016-03-15 15:03:45,2346.0,,,False,False,7.16,False
2352114350,Kareen Nish,KareenNish,77,1,29,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/436554638775418880/Bv2XUkHK_normal.png,,1,https://pbs.twimg.com/profile_background_images/436554667963588608/G2fUjuPL.jpeg,333333,https://pbs.twimg.com/profile_images/436554638775418880/Bv2XUkHK_normal.png,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/436554667963588608/G2fUjuPL.jpeg,0000FF,0000FF,,,,,,,,,,Wed Feb 19 18:53:58 +0000 2014,2014-02-19 19:53:58,2014-05-05 00:20:14,2016-03-15 15:03:46,2346.0,,,False,False,6.444444444444445,False
2359033694,Mercy Pomeranz,MercyPomeranz,66,5,39,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/438521170313220096/V_Q-YXCp_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/438521192589185024/BfJXXsBI.jpeg,333333,https://pbs.twimg.com/profile_images/438521170313220096/V_Q-YXCp_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/438521192589185024/BfJXXsBI.jpeg,0000FF,0000FF,,,,,,,,,,Mon Feb 24 05:53:24 +0000 2014,2014-02-24 06:53:24,2014-05-05 00:20:14,2016-03-15 15:03:46,2342.0,,,False,False,5.228571428571429,False
2385236594,Rossie Goergen,RossieGoergen,44,4,36,0,0,,en,,,,,,http://pbs.twimg.com/profile_images/444878597459681280/kc-Zh6JP_normal.jpeg,,1,https://pbs.twimg.com/profile_background_images/444878657501159425/2pCJKNGW.jpeg,333333,https://pbs.twimg.com/profile_images/444878597459681280/kc-Zh6JP_normal.jpeg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/444878657501159425/2pCJKNGW.jpeg,0000FF,0000FF,,,,,,,,,,Wed Mar 12 13:12:49 +0000 2014,2014-03-12 14:12:49,2014-05-05 00:21:47,2016-03-15 15:03:46,2326.0,,,False,False,5.730769230769231,False
